SAMPLE_NAME	JC2084_S48_R1_001
GSP2_18_UNIQUE_READS_PERCENT	0.309
GSP2_18_UNIQUE_RNA_READS	1
GSP2_18_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_18_UNIQUE_RNA_START_SITES	1
GSP2_18_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_18_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	247.0
GSP2_18_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	247
GSP2_18_UNIQUE_DNA_READS	75
GSP2_18_UNIQUE_DNA_READS_PERCENT	0.575
GSP2_18_UNIQUE_DNA_START_SITES	42
GSP2_18_UNIQUE_DNA_START_SITES_PERCENT	0.642
GSP2_18_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	112.213333333
GSP2_18_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	73
GSP2_18_UNIQUE_AMBIG_READS	0
GSP2_18_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_18_UNIQUE_AMBIG_START_SITES	0
GSP2_18_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_18_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_18_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_18_UNIQUE_START_SITES	43
GSP2_18_UNIQUE_START_SITES_PERCENT	0.406
GSP2_19_NAME	BRAF_chr7_140481356_29_+_A1_GSP2
GSP2_19_TYPE	TARGET
GSP2_19_UNIQUE_READS	122
GSP2_19_RAW_READS	3700
GSP2_19_UNIQUE_READS_PERCENT	0.496
GSP2_19_UNIQUE_RNA_READS	1
GSP2_19_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_19_UNIQUE_RNA_START_SITES	1
GSP2_19_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_19_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	138.0
GSP2_19_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	138
GSP2_19_UNIQUE_DNA_READS	121
GSP2_19_UNIQUE_DNA_READS_PERCENT	0.927
GSP2_19_UNIQUE_DNA_START_SITES	71
GSP2_19_UNIQUE_DNA_START_SITES_PERCENT	1.086
GSP2_19_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	99.7438016529
GSP2_19_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	82
GSP2_19_UNIQUE_AMBIG_READS	0
GSP2_19_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_19_UNIQUE_AMBIG_START_SITES	0
GSP2_19_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_19_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_19_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_19_UNIQUE_START_SITES	72
GSP2_19_UNIQUE_START_SITES_PERCENT	0.679
GSP2_20_NAME	BRAF_chr7_140481448_24_-_A1_GSP2
GSP2_20_TYPE	TARGET
GSP2_20_UNIQUE_READS	122
GSP2_20_RAW_READS	2566
GSP2_20_UNIQUE_READS_PERCENT	0.496
GSP2_20_UNIQUE_RNA_READS	3
GSP2_20_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_20_UNIQUE_RNA_START_SITES	3
GSP2_20_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_20_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	143.333333333
GSP2_20_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	154
GSP2_20_UNIQUE_DNA_READS	24
GSP2_20_UNIQUE_DNA_READS_PERCENT	0.184
GSP2_20_UNIQUE_DNA_START_SITES	20
GSP2_20_UNIQUE_DNA_START_SITES_PERCENT	0.306
GSP2_20_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	174.291666667
GSP2_20_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	154.5
GSP2_20_UNIQUE_AMBIG_READS	95
GSP2_20_UNIQUE_AMBIG_READS_PERCENT	0.882
GSP2_20_UNIQUE_AMBIG_START_SITES	40
GSP2_20_UNIQUE_AMBIG_START_SITES_PERCENT	0.898
GSP2_20_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	63.2315789474
GSP2_20_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	65
GSP2_20_UNIQUE_START_SITES	63
GSP2_20_UNIQUE_START_SITES_PERCENT	0.595
GSP2_21_NAME	CTNNB1_chr3_41266050_24_+_A1_GSP2
GSP2_21_TYPE	TARGET
GSP2_21_UNIQUE_READS	80
GSP2_21_RAW_READS	2667
GSP2_21_UNIQUE_READS_PERCENT	0.325
GSP2_21_UNIQUE_RNA_READS	2
GSP2_21_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_21_UNIQUE_RNA_START_SITES	2
GSP2_21_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_21_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	192.5
GSP2_21_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	192.5
GSP2_21_UNIQUE_DNA_READS	3
GSP2_21_UNIQUE_DNA_READS_PERCENT	0.023
GSP2_21_UNIQUE_DNA_START_SITES	3
GSP2_21_UNIQUE_DNA_START_SITES_PERCENT	0.046
GSP2_21_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	269.666666667
GSP2_21_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	248
GSP2_21_UNIQUE_AMBIG_READS	75
GSP2_21_UNIQUE_AMBIG_READS_PERCENT	0.697
GSP2_21_UNIQUE_AMBIG_START_SITES	42
GSP2_21_UNIQUE_AMBIG_START_SITES_PERCENT	0.943
GSP2_21_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	73.3733333333
GSP2_21_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	72
GSP2_21_UNIQUE_START_SITES	47
GSP2_21_UNIQUE_START_SITES_PERCENT	0.444
GSP2_22_NAME	CTNNB1_chr3_41266137_24_-_A1_GSP2
GSP2_22_TYPE	TARGET
GSP2_22_UNIQUE_READS	93
GSP2_22_RAW_READS	1434
GSP2_22_UNIQUE_READS_PERCENT	0.378
GSP2_22_UNIQUE_RNA_READS	0
GSP2_22_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_22_UNIQUE_RNA_START_SITES	0
GSP2_22_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_22_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_22_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_22_UNIQUE_DNA_READS	14
GSP2_22_UNIQUE_DNA_READS_PERCENT	0.107
GSP2_22_UNIQUE_DNA_START_SITES	12
GSP2_22_UNIQUE_DNA_START_SITES_PERCENT	0.183
GSP2_22_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	233.428571429
GSP2_22_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	232
GSP2_22_UNIQUE_AMBIG_READS	79
GSP2_22_UNIQUE_AMBIG_READS_PERCENT	0.734
GSP2_22_UNIQUE_AMBIG_START_SITES	41
GSP2_22_UNIQUE_AMBIG_START_SITES_PERCENT	0.920
GSP2_22_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	72.4430379747
GSP2_22_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	73
GSP2_22_UNIQUE_START_SITES	53
GSP2_22_UNIQUE_START_SITES_PERCENT	0.500
GSP2_23_NAME	DACH2_rs6524626_T-G_chrX_85553753_28_+_GSP2
GSP2_23_TYPE	TARGET
GSP2_23_UNIQUE_READS	120
GSP2_23_RAW_READS	380
GSP2_23_UNIQUE_READS_PERCENT	0.488
GSP2_23_UNIQUE_RNA_READS	0
GSP2_23_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_23_UNIQUE_RNA_START_SITES	0
GSP2_23_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_23_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_23_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_23_UNIQUE_DNA_READS	120
GSP2_23_UNIQUE_DNA_READS_PERCENT	0.920
GSP2_23_UNIQUE_DNA_START_SITES	60
GSP2_23_UNIQUE_DNA_START_SITES_PERCENT	0.917
GSP2_23_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	99.2416666667
GSP2_23_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	92.5
GSP2_23_UNIQUE_AMBIG_READS	0
GSP2_23_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_23_UNIQUE_AMBIG_START_SITES	0
GSP2_23_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_23_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_23_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_23_UNIQUE_START_SITES	60
GSP2_23_UNIQUE_START_SITES_PERCENT	0.566
GSP2_24_NAME	DDR2_chr1_162748323_25_+_A1_GSP2
GSP2_24_TYPE	TARGET
GSP2_24_UNIQUE_READS	129
GSP2_24_RAW_READS	4663
GSP2_24_UNIQUE_READS_PERCENT	0.524
GSP2_24_UNIQUE_RNA_READS	2
GSP2_24_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_24_UNIQUE_RNA_START_SITES	2
GSP2_24_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_24_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	276.0
GSP2_24_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	276.0
GSP2_24_UNIQUE_DNA_READS	127
GSP2_24_UNIQUE_DNA_READS_PERCENT	0.973
GSP2_24_UNIQUE_DNA_START_SITES	62
GSP2_24_UNIQUE_DNA_START_SITES_PERCENT	0.948
GSP2_24_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	83.874015748
GSP2_24_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	79
GSP2_24_UNIQUE_AMBIG_READS	0
GSP2_24_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_24_UNIQUE_AMBIG_START_SITES	0
GSP2_24_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_24_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_24_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_24_UNIQUE_START_SITES	64
GSP2_24_UNIQUE_START_SITES_PERCENT	0.604
GSP2_25_NAME	DDR2_chr1_162748416_27_-_A1_GSP2
GSP2_25_TYPE	TARGET
GSP2_25_UNIQUE_READS	118
GSP2_25_RAW_READS	2822
GSP2_25_UNIQUE_READS_PERCENT	0.480
GSP2_25_UNIQUE_RNA_READS	6
GSP2_25_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_25_UNIQUE_RNA_START_SITES	6
GSP2_25_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_25_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	111.833333333
GSP2_25_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	107.0
GSP2_25_UNIQUE_DNA_READS	51
GSP2_25_UNIQUE_DNA_READS_PERCENT	0.391
GSP2_25_UNIQUE_DNA_START_SITES	29
GSP2_25_UNIQUE_DNA_START_SITES_PERCENT	0.443
GSP2_25_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	112.509803922
GSP2_25_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	101
GSP2_25_UNIQUE_AMBIG_READS	61
GSP2_25_UNIQUE_AMBIG_READS_PERCENT	0.567
GSP2_25_UNIQUE_AMBIG_START_SITES	29
GSP2_25_UNIQUE_AMBIG_START_SITES_PERCENT	0.651
GSP2_25_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	55.9836065574
GSP2_25_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	56
GSP2_25_UNIQUE_START_SITES	64
GSP2_25_UNIQUE_START_SITES_PERCENT	0.604
GSP2_26_NAME	DMD_rs5971553_C-T_chrX_31235920_26_+_GSP2
GSP2_26_TYPE	TARGET
GSP2_26_UNIQUE_READS	77
GSP2_26_RAW_READS	534
GSP2_26_UNIQUE_READS_PERCENT	0.313
GSP2_26_UNIQUE_RNA_READS	2
GSP2_26_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_26_UNIQUE_RNA_START_SITES	1
GSP2_26_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_26_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	276.5
GSP2_26_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	276.5
GSP2_26_UNIQUE_DNA_READS	75
GSP2_26_UNIQUE_DNA_READS_PERCENT	0.575
GSP2_26_UNIQUE_DNA_START_SITES	49
GSP2_26_UNIQUE_DNA_START_SITES_PERCENT	0.749
GSP2_26_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	93.56
GSP2_26_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	81
GSP2_26_UNIQUE_AMBIG_READS	0
GSP2_26_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_26_UNIQUE_AMBIG_START_SITES	0
GSP2_26_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_26_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_26_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_26_UNIQUE_START_SITES	50
GSP2_26_UNIQUE_START_SITES_PERCENT	0.472
GSP2_27_NAME	EGFR_chr7_55227879_27_+_A1_GSP2
GSP2_27_TYPE	TARGET
GSP2_27_UNIQUE_READS	112
GSP2_27_RAW_READS	2651
GSP2_27_UNIQUE_READS_PERCENT	0.455
GSP2_27_UNIQUE_RNA_READS	1
GSP2_27_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_27_UNIQUE_RNA_START_SITES	1
GSP2_27_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_27_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	73.0
GSP2_27_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	73
GSP2_27_UNIQUE_DNA_READS	19
GSP2_27_UNIQUE_DNA_READS_PERCENT	0.146
GSP2_27_UNIQUE_DNA_START_SITES	16
GSP2_27_UNIQUE_DNA_START_SITES_PERCENT	0.245
GSP2_27_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	242.736842105
GSP2_27_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	207
GSP2_27_UNIQUE_AMBIG_READS	92
GSP2_27_UNIQUE_AMBIG_READS_PERCENT	0.855
GSP2_27_UNIQUE_AMBIG_START_SITES	56
GSP2_27_UNIQUE_AMBIG_START_SITES_PERCENT	1.257
GSP2_27_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	81.7826086957
GSP2_27_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	80.5
GSP2_27_UNIQUE_START_SITES	73
GSP2_27_UNIQUE_START_SITES_PERCENT	0.689
GSP2_28_NAME	EGFR_chr7_55227972_23_-_A1_GSP2
GSP2_28_TYPE	TARGET
GSP2_28_UNIQUE_READS	127
GSP2_28_RAW_READS	812
GSP2_28_UNIQUE_READS_PERCENT	0.516
GSP2_28_UNIQUE_RNA_READS	4
GSP2_28_UNIQUE_RNA_READS_PERCENT	0.507
GSP2_28_UNIQUE_RNA_START_SITES	4
GSP2_28_UNIQUE_RNA_START_SITES_PERCENT	0.565
GSP2_28_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	246.0
GSP2_28_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	284.5
GSP2_28_UNIQUE_DNA_READS	10
GSP2_28_UNIQUE_DNA_READS_PERCENT	0.077
GSP2_28_UNIQUE_DNA_START_SITES	10
GSP2_28_UNIQUE_DNA_START_SITES_PERCENT	0.153
GSP2_28_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	298.7
GSP2_28_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	271.0
GSP2_28_UNIQUE_AMBIG_READS	113
GSP2_28_UNIQUE_AMBIG_READS_PERCENT	1.050
GSP2_28_UNIQUE_AMBIG_START_SITES	59
GSP2_28_UNIQUE_AMBIG_START_SITES_PERCENT	1.324
GSP2_28_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	80.7876106195
GSP2_28_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	80
GSP2_28_UNIQUE_START_SITES	73
GSP2_28_UNIQUE_START_SITES_PERCENT	0.689
GSP2_29_NAME	EGFR_chr7_55241639_21_+_A1_GSP2
GSP2_29_TYPE	TARGET
GSP2_29_UNIQUE_READS	82
GSP2_29_RAW_READS	2206
GSP2_29_UNIQUE_READS_PERCENT	0.333
GSP2_29_UNIQUE_RNA_READS	1
GSP2_29_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_29_UNIQUE_RNA_START_SITES	1
GSP2_29_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_29_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	239.0
GSP2_29_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	239
GSP2_29_UNIQUE_DNA_READS	23
GSP2_29_UNIQUE_DNA_READS_PERCENT	0.176
GSP2_29_UNIQUE_DNA_START_SITES	18
GSP2_29_UNIQUE_DNA_START_SITES_PERCENT	0.275
GSP2_29_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	168.260869565
GSP2_29_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	139
GSP2_29_UNIQUE_AMBIG_READS	58
GSP2_29_UNIQUE_AMBIG_READS_PERCENT	0.539
GSP2_29_UNIQUE_AMBIG_START_SITES	29
GSP2_29_UNIQUE_AMBIG_START_SITES_PERCENT	0.651
GSP2_29_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	59.3103448276
GSP2_29_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	54.0
GSP2_29_UNIQUE_START_SITES	48
GSP2_29_UNIQUE_START_SITES_PERCENT	0.453
GSP2_30_NAME	EGFR_chr7_55241717_25_-_A1_GSP2
GSP2_30_TYPE	TARGET
GSP2_30_UNIQUE_READS	124
GSP2_30_RAW_READS	2394
GSP2_30_UNIQUE_READS_PERCENT	0.504
GSP2_30_UNIQUE_RNA_READS	2
GSP2_30_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_30_UNIQUE_RNA_START_SITES	2
GSP2_30_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_30_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	210.5
GSP2_30_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	210.5
GSP2_30_UNIQUE_DNA_READS	122
GSP2_30_UNIQUE_DNA_READS_PERCENT	0.935
GSP2_30_UNIQUE_DNA_START_SITES	63
GSP2_30_UNIQUE_DNA_START_SITES_PERCENT	0.963
GSP2_30_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	89.4426229508
GSP2_30_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	82
GSP2_30_UNIQUE_AMBIG_READS	0
GSP2_30_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_30_UNIQUE_AMBIG_START_SITES	0
GSP2_30_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_30_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_30_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_30_UNIQUE_START_SITES	65
GSP2_30_UNIQUE_START_SITES_PERCENT	0.613
GSP2_31_NAME	EGFR_chr7_55242427_30_+_A1_GSP2
GSP2_31_TYPE	TARGET
GSP2_31_UNIQUE_READS	116
GSP2_31_RAW_READS	1939
GSP2_31_UNIQUE_READS_PERCENT	0.471
GSP2_31_UNIQUE_RNA_READS	2
GSP2_31_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_31_UNIQUE_RNA_START_SITES	2
GSP2_31_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_31_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	196.5
GSP2_31_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	196.5
GSP2_31_UNIQUE_DNA_READS	53
GSP2_31_UNIQUE_DNA_READS_PERCENT	0.406
GSP2_31_UNIQUE_DNA_START_SITES	32
GSP2_31_UNIQUE_DNA_START_SITES_PERCENT	0.489
GSP2_31_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	139.471698113
GSP2_31_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	119
GSP2_31_UNIQUE_AMBIG_READS	61
GSP2_31_UNIQUE_AMBIG_READS_PERCENT	0.567
GSP2_31_UNIQUE_AMBIG_START_SITES	30
GSP2_31_UNIQUE_AMBIG_START_SITES_PERCENT	0.673
GSP2_31_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	56.4262295082
GSP2_31_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	52
GSP2_31_UNIQUE_START_SITES	64
GSP2_31_UNIQUE_START_SITES_PERCENT	0.604
GSP2_32_NAME	EGFR_chr7_55242550_21_-_A1_GSP2
GSP2_32_TYPE	TARGET
GSP2_32_UNIQUE_READS	141
GSP2_32_RAW_READS	5598
GSP2_32_UNIQUE_READS_PERCENT	0.573
GSP2_32_UNIQUE_RNA_READS	7
GSP2_32_UNIQUE_RNA_READS_PERCENT	0.887
GSP2_32_UNIQUE_RNA_START_SITES	7
GSP2_32_UNIQUE_RNA_START_SITES_PERCENT	0.989
GSP2_32_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	105.0
GSP2_32_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	86
GSP2_32_UNIQUE_DNA_READS	134
GSP2_32_UNIQUE_DNA_READS_PERCENT	1.027
GSP2_32_UNIQUE_DNA_START_SITES	68
GSP2_32_UNIQUE_DNA_START_SITES_PERCENT	1.040
GSP2_32_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	97.7014925373
GSP2_32_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	86.5
GSP2_32_UNIQUE_AMBIG_READS	0
GSP2_32_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_32_UNIQUE_AMBIG_START_SITES	0
GSP2_32_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_32_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_32_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_32_UNIQUE_START_SITES	75
GSP2_32_UNIQUE_START_SITES_PERCENT	0.708
GSP2_33_NAME	EGFR_chr7_55248945_20_+_A1_GSP2
GSP2_33_TYPE	TARGET
GSP2_33_UNIQUE_READS	138
GSP2_33_RAW_READS	1473
GSP2_33_UNIQUE_READS_PERCENT	0.561
GSP2_33_UNIQUE_RNA_READS	8
GSP2_33_UNIQUE_RNA_READS_PERCENT	1.014
GSP2_33_UNIQUE_RNA_START_SITES	6
GSP2_33_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_33_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	88.5
GSP2_33_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	64.5
GSP2_33_UNIQUE_DNA_READS	1
GSP2_33_UNIQUE_DNA_READS_PERCENT	0.008
GSP2_33_UNIQUE_DNA_START_SITES	1
GSP2_33_UNIQUE_DNA_START_SITES_PERCENT	0.015
GSP2_33_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0.0
GSP2_33_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_33_UNIQUE_AMBIG_READS	129
GSP2_33_UNIQUE_AMBIG_READS_PERCENT	1.198
GSP2_33_UNIQUE_AMBIG_START_SITES	67
GSP2_33_UNIQUE_AMBIG_START_SITES_PERCENT	1.504
GSP2_33_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	77.3798449612
GSP2_33_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	76
GSP2_33_UNIQUE_START_SITES	74
GSP2_33_UNIQUE_START_SITES_PERCENT	0.698
GSP2_34_NAME	EGFR_chr7_55248995_19_+_A1_GSP2
GSP2_34_TYPE	TARGET
GSP2_34_UNIQUE_READS	114
GSP2_34_RAW_READS	3596
GSP2_34_UNIQUE_READS_PERCENT	0.463
GSP2_34_UNIQUE_RNA_READS	1
GSP2_34_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_34_UNIQUE_RNA_START_SITES	1
GSP2_34_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_34_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	123.0
GSP2_34_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	123
GSP2_34_UNIQUE_DNA_READS	1
GSP2_34_UNIQUE_DNA_READS_PERCENT	0.008
GSP2_34_UNIQUE_DNA_START_SITES	1
GSP2_34_UNIQUE_DNA_START_SITES_PERCENT	0.015
GSP2_34_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0.0
GSP2_34_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_34_UNIQUE_AMBIG_READS	112
GSP2_34_UNIQUE_AMBIG_READS_PERCENT	1.040
GSP2_34_UNIQUE_AMBIG_START_SITES	57
GSP2_34_UNIQUE_AMBIG_START_SITES_PERCENT	1.279
GSP2_34_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	79.5714285714
GSP2_34_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	66
GSP2_34_UNIQUE_START_SITES	59
GSP2_34_UNIQUE_START_SITES_PERCENT	0.557
GSP2_35_NAME	EGFR_chr7_55249039_19_-_A1_GSP2
GSP2_35_TYPE	TARGET
GSP2_35_UNIQUE_READS	61
GSP2_35_RAW_READS	1859
GSP2_35_UNIQUE_READS_PERCENT	0.248
GSP2_35_UNIQUE_RNA_READS	5
GSP2_35_UNIQUE_RNA_READS_PERCENT	0.634
GSP2_35_UNIQUE_RNA_START_SITES	5
GSP2_35_UNIQUE_RNA_START_SITES_PERCENT	0.706
GSP2_35_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	172.2
GSP2_35_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	160
GSP2_35_UNIQUE_DNA_READS	0
GSP2_35_UNIQUE_DNA_READS_PERCENT	0.000
GSP2_35_UNIQUE_DNA_START_SITES	0
GSP2_35_UNIQUE_DNA_START_SITES_PERCENT	0.000
GSP2_35_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0
GSP2_35_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_35_UNIQUE_AMBIG_READS	56
GSP2_35_UNIQUE_AMBIG_READS_PERCENT	0.520
GSP2_35_UNIQUE_AMBIG_START_SITES	39
GSP2_35_UNIQUE_AMBIG_START_SITES_PERCENT	0.875
GSP2_35_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	91.6785714286
GSP2_35_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	76.5
GSP2_35_UNIQUE_START_SITES	44
GSP2_35_UNIQUE_START_SITES_PERCENT	0.415
GSP2_36_NAME	EGFR_chr7_55249095_22_-_A1_GSP2
GSP2_36_TYPE	TARGET
GSP2_36_UNIQUE_READS	86
GSP2_36_RAW_READS	1409
GSP2_36_UNIQUE_READS_PERCENT	0.350
GSP2_36_UNIQUE_RNA_READS	3
